PeakID (cmd=annotatePeaks.pl 4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_merged.narrowPeak hg19 -ann /data_b/tools/homer2/data/genomes/hg19/annotations/custom/utr5plus_exons_utr3_introns_intergenic_sorted_table.file -annStats 4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_merged_annStats.tsv)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6277	chr9	131455197	131455287	+	46	NA	exon (NM_003011, exon 5 of 8)	exon (NM_003011, exon 5 of 8)	2988	NM_001248001	6418	Hs.436687	NM_003011	ENSG00000119335	SET	2PP2A|I2PP2A|IGAAD|IPP2A2|PHAPII|TAF-I|TAF-IBETA	SET nuclear proto-oncogene	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2785	chr19	1599406	1599456	+	46	NA	3' UTR (NM_006830, exon 2 of 3)	3' UTR (NM_006830, exon 2 of 3)	6052	NM_006830	10975	Hs.8372	NM_006830	ENSG00000127540	UQCR11	0710008D09Rik|QCR10|UQCR	ubiquinol-cytochrome c reductase, complex III subunit XI	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2583	chr17	33289461	33289513	+	46	NA	exon (NM_052857, exon 1 of 1)	promoter-TSS (NM_001193530)	938	NM_052857	91603	Hs.413678	NM_052857		ZNF830	CCDC16|OMCG1	zinc finger protein 830	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1698	chr13	37574923	37575006	+	46	NA	5' UTR (NM_181503, exon 1 of 11)	CpG	286	NM_181503	11340	Hs.294041	NM_181503	ENSG00000120699	EXOSC8	CIP3|EAP2|OIP2|PCH1C|RRP43|Rrp43p|bA421P11.3|p9	exosome component 8	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6007	chr8	100026088	100026161	+	46	NA	exon (NM_017890, exon 2 of 62)	exon (NM_017890, exon 2 of 62)	630	NR_047582	157680	Hs.191540	NM_015243	ENSG00000132549	VPS13B	CHS1|COH1	vacuolar protein sorting 13 homolog B (yeast)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5231	chr7	29980320	29980370	+	46	NA	exon (NM_001145515, exon 4 of 7)	exon (NM_001145515, exon 4 of 7)	49080	NM_014766	9805	Hs.520740	NM_014766	ENSG00000136193	SCRN1	SES1	secernin 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2882	chr19	14626261	14626367	+	46	NA	3' UTR (NM_006145, exon 3 of 3)	3' UTR (NM_006145, exon 3 of 3)	2360	NM_001300914	3337	Hs.515210	NM_006145	ENSG00000132002	DNAJB1	HSPF1|Hdj1|Hsp40|RSPH16B|Sis1	DnaJ (Hsp40) homolog, subfamily B, member 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2594	chr17	34893463	34893512	+	46	NA	exon (NM_178517, exon 2 of 2)	exon (NM_178517, exon 2 of 2)	2084	NM_178517	284098	Hs.378885	NM_178517	ENSG00000277161	PIGW	Gwt1|HPMRS5	phosphatidylinositol glycan anchor biosynthesis class W	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3197	chr19	46010746	46010803	+	46	NA	5' UTR (NM_003370, exon 1 of 13)	promoter-TSS (NM_003370)	86	NM_003370	7408	Hs.515469	NM_003370	ENSG00000125753	VASP	-	vasodilator-stimulated phosphoprotein	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2454	chr16	89949907	89949956	+	46	NA	intron (NM_014972, intron 2 of 17)	intron (NM_014972, intron 2 of 17)	9937	NM_014972	22980	Hs.415342	NM_014972	ENSG00000141002	TCF25	FKSG26|Hulp1|NULP1|PRO2620|hKIAA1049	transcription factor 25 (basic helix-loop-helix)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_426	chr1	155491190	155491239	+	46	NA	exon (NM_018489, exon 2 of 28)	exon (NM_018489, exon 2 of 28)	-40558	NR_027023	645676	Hs.568693	NR_027023		ASH1L-AS1	-	ASH1L antisense RNA 1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3190	chr2	71357310	71357359	+	46	NA	5' UTR (NM_032601, exon 1 of 3)	promoter-TSS (NM_005791)	60	NM_032601	84693	Hs.94949	NM_032601	ENSG00000124370	MCEE	GLOD2	methylmalonyl CoA epimerase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5892	chr8	27514325	27514393	+	46	NA	exon (NM_016240, exon 4 of 6)	exon (NM_016240, exon 4 of 6)	22782	NM_016240	51435	Hs.128856	NM_016240	ENSG00000168077	SCARA3	APC7|CSR|CSR1|MSLR1|MSRL1	scavenger receptor class A, member 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3660	chr21	44834506	44834685	+	46	NA	3' UTR (NM_173354, exon 14 of 14)	3' UTR (NM_173354, exon 14 of 14)	12407	NM_173354	150094	Hs.282113	NM_173354	ENSG00000142178	SIK1	EIEE30|MSK|SIK|SNF1LK	salt-inducible kinase 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1313	chr12	30787145	30787194	+	46	NA	exon (NM_001190995, exon 19 of 21)	exon (NM_001190995, exon 19 of 21)	43009	NM_001190995	10526	Hs.505136	NM_006390	ENSG00000133704	IPO8	RANBP8	importin 8	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5479	chr7	1582611	1582660	+	46	NA	3' UTR (NM_001097620, exon 9 of 9)	TTS (NM_002360)	12267	NM_002360	7975	Hs.520612	NM_002360	ENSG00000198517	MAFK	NFE2U|P18	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5979	chr9	130889955	130890004	+	46	NA	5' UTR (NM_025072, exon 1 of 7)	promoter-TSS (NR_024425)	488	NM_001256335	80142	Hs.495219	NM_025072	ENSG00000148334	PTGES2	C9orf15|GBF-1|GBF1|PGES2|mPGES-2	prostaglandin E synthase 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_483	chr1	174969086	174969309	+	46	NA	5' UTR (NM_014412, exon 1 of 6)	5' UTR (NM_014412, exon 1 of 6)	305	NM_014412	27101	Hs.508524	NM_014412	ENSG00000116161	CACYBP	GIG5|PNAS-107|S100A6BP|SIP	calcyclin binding protein	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4309	chr4	129002852	129002901	+	46	NA	intron (NM_018078, intron 4 of 19)	intron (NM_018078, intron 4 of 19)	20455	NM_018078	55132	Hs.657067	NM_018078	ENSG00000138709	LARP1B	LARP2	La ribonucleoprotein domain family, member 1B	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_267	chr1	91966436	91966493	+	46	NA	5' UTR (NM_001134419, exon 1 of 12)	promoter-TSS (NM_001134420)	60	NM_003503	8317	Hs.533573	NM_003503	ENSG00000097046	CDC7	CDC7L1|HsCDC7|Hsk1|huCDC7	cell division cycle 7	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_832	chr10	103348081	103348138	+	46	NA	5' UTR (NM_015448, exon 1 of 6)	promoter-TSS (NM_001174084)	20	NM_015448	25911	Hs.658128	NM_015448	ENSG00000166171	DPCD	-	deleted in primary ciliary dyskinesia homolog (mouse)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4886	chr6	34249764	34249813	+	46	NA	Intergenic--5677	Intergenic	-32903	NM_001287396	221491	Hs.381300	NM_178508	ENSG00000186577	C6orf1	LBH	chromosome 6 open reading frame 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3444	chr2	232320102	232320158	+	46	NA	exon (NM_005381, exon 13 of 14)	TTS (NR_002921)	517	NR_002921	654321	Hs.674388	NR_002921	ENSG00000206885	SNORA75	U23	small nucleolar RNA, H/ACA box 75	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3235	chr19	50169271	50169340	+	46	NA	non-coding (NR_104205, exon 1 of 3)	promoter-TSS (NM_001571)	-173	NM_001571	3661	Hs.75254	NM_001571	ENSG00000126456	IRF3	-	interferon regulatory factor 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5508	chr8	27695274	27695373	+	46	NA	5' UTR (NM_001278945, exon 1 of 8)	5' UTR (NM_001278945, exon 1 of 8)	289	NM_018492	55872	Hs.104741	NM_018492	ENSG00000168078	PBK	CT84|HEL164|Nori-3|SPK|TOPK	PDZ binding kinase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_465	chr1	169337439	169337504	+	46	NA	5' UTR (NM_003666, exon 1 of 8)	promoter-TSS (NM_013330)	-270	NM_197972	29922	Hs.706952	NM_013330	ENSG00000143156	NME7	CFAP67|MN23H7|NDK 7|NDK7|nm23-H7	NME/NM23 family member 7	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4957	chr5	132403209	132403258	+	46	NA	exon (NM_002154, exon 3 of 19)	exon (NM_002154, exon 3 of 19)	15571	NM_002154	3308	Hs.90093	NM_002154		HSPA4	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	heat shock 70kDa protein 4	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2199	chr16	46615829	46615912	+	46	NA	exon (NM_024745, exon 13 of 13)	exon (NM_024745, exon 13 of 13)	-12861	NR_026556	124149	Hs.97414	NM_001004299		ANKRD26P1	-	ankyrin repeat domain 26 pseudogene 1	pseudo
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4569	chr5	96143572	96143621	+	46	NA	5' UTR (NM_016442, exon 1 of 20)	5' UTR (NM_016442, exon 1 of 20)	296	NM_001040458	51752	Hs.666524	NM_016442	ENSG00000164307	ERAP1	A-LAP|ALAP|APPILS|ARTS-1|ARTS1|ERAAP|ERAAP1|PILS-AP|PILSAP	endoplasmic reticulum aminopeptidase 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1368	chr12	52585749	52585798	+	46	NA	5' UTR (NM_001081492, exon 1 of 9)	promoter-TSS (NM_001081492)	11	NM_001081492	144501	Hs.140978	NM_182507	ENSG00000167767	KRT80	KB20	keratin 80, type II	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5584	chr8	74791014	74791074	+	46	NA	exon (NM_001001481, exon 1 of 7)	exon (NM_001001481, exon 1 of 7)	101	NM_018299	55284	Hs.128841	NM_018299	ENSG00000104343	UBE2W	UBC-16|UBC16	ubiquitin-conjugating enzyme E2W (putative)	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3012	chr19	54618650	54618699	+	46	NA	5' UTR (NM_013342, exon 1 of 6)	promoter-TSS (NM_015629)	-116	NM_015629	26121	Hs.515598	NM_015629	ENSG00000105618	PRPF31	NY-BR-99|PRP31|RP11|SNRNP61	pre-mRNA processing factor 31	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4997	chr5	140071096	140071248	+	46	NA	5' UTR (NM_001278732, exon 1 of 11)	5' UTR (NM_001278732, exon 1 of 11)	140	NM_001258041	3035	Hs.528050	NM_002109	ENSG00000170445	HARS	HRS|USH3B	histidyl-tRNA synthetase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_751	chr10	69682696	69682764	+	46	NA	exon (NM_015601, exon 25 of 25)	exon (NM_015601, exon 25 of 25)	31570	NM_001314049	23411	Hs.369779	NM_012238	ENSG00000096717	SIRT1	SIR2|SIR2L1|SIR2alpha	sirtuin 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_863	chr10	122665802	122665851	+	46	NA	intron (NM_018117, intron 27 of 28)	intron (NM_018117, intron 27 of 28)	-55135	NR_033850	283089	Hs.568750	NR_033850	ENSG00000227165	WDR11-AS1	-	WDR11 antisense RNA 1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1514	chr12	57889760	57889809	+	46	NA	intron (NM_004990, intron 7 of 20)	SVA_B|Other|Other	8048	NM_004990	4141	Hs.632707	NM_004990	ENSG00000166986	MARS	CMT2U|ILFS2|ILLD|METRS|MRS|MTRNS|SPG70	methionyl-tRNA synthetase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_990	chr11	46800060	46800109	+	46	NA	exon (NM_014756, exon 21 of 43)	exon (NM_014756, exon 21 of 43)	-16035	NR_003056	692108	Hs.693252	NR_003056	ENSG00000212135	SNORD67	HBII-166	small nucleolar RNA, C/D box 67	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_717	chr10	33230144	33230195	+	46	NA	intron (NM_002211, intron 1 of 15)	intron (NM_002211, intron 1 of 15)	-5683	NM_033668	3688	Hs.643813	NM_002211	ENSG00000150093	ITGB1	CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB	integrin beta 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5419	chr7	129592718	129592769	+	46	NA	5' UTR (NM_001202498, exon 1 of 7)	promoter-TSS (NM_001202498)	40	NM_001202498	7328	Hs.643548	NM_003344	ENSG00000186591	UBE2H	E2-20K|GID3|UBC8|UBCH|UBCH2	ubiquitin conjugating enzyme E2H	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3854	chr3	47555101	47555180	+	46	NA	5' UTR (NM_001031703, exon 1 of 7)	promoter-TSS (NM_001031703)	59	NM_001031703	54859	Hs.311100	NM_017713	ENSG00000163832	ELP6	C3orf75|TMEM103	elongator acetyltransferase complex subunit 6	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_1215	chr11	119183224	119183282	+	46	NA	exon (NM_006500, exon 7 of 16)	TTS (NR_106814)	469	NR_106814	102465453		NR_106814	ENSG00000277325	MIR6756	hsa-mir-6756	microRNA 6756	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3361	chr2	183902718	183902767	+	46	NA	exon (NM_013436, exon 1 of 31)	exon (NM_013436, exon 1 of 31)	844	NM_205842	10787	Hs.603732	NM_013436	ENSG00000061676	NCKAP1	HEM2|NAP1|NAP125|p125Nap1	NCK-associated protein 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6137	chrX	76937498	76937547	+	46	NA	exon (NM_000489, exon 9 of 35)	exon (NM_000489, exon 9 of 35)	104233	NM_138270	546	Hs.533526	NM_000489	ENSG00000085224	ATRX	ATR2|JMS|MRX52|MRXHF1|RAD54|RAD54L|SFM1|SHS|XH2|XNP|ZNF-HX	alpha thalassemia/mental retardation syndrome X-linked	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5667	chr8	124384889	124384938	+	46	NA	exon (NM_014109, exon 3 of 28)	exon (NM_014109, exon 3 of 28)	23792	NM_014109	29028	Hs.370834	NM_014109	ENSG00000156802	ATAD2	ANCCA|CT137|PRO2000	ATPase family, AAA domain containing 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5517	chr7	11091353	11091402	+	46	NA	non-coding (NR_033436, exon 13 of 17)	non-coding (NR_033436, exon 13 of 17)	77878	NR_033435	9678	Hs.655688	NM_014660	ENSG00000106443	PHF14	-	PHD finger protein 14	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4489	chr5	58374768	58374832	+	46	NA	intron (NM_001165899, intron 7 of 16)	MSTD|LTR|ERVL-MaLR	-39461	NM_001197221	5144	Hs.117545	NM_006203	ENSG00000113448	PDE4D	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	phosphodiesterase 4D, cAMP-specific	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4195	chr4	54232177	54232226	+	46	NA	5' UTR (NM_152540, exon 1 of 9)	promoter-TSS (NM_152540)	41	NM_152540	152579	Hs.302287	NM_152540	ENSG00000184178	SCFD2	STXBP1L1	sec1 family domain containing 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5052	chr5	162932646	162932695	+	46	NA	5' UTR (NM_013283, exon 1 of 7)	5' UTR (NM_013283, exon 1 of 7)	136	NM_013283	27430	Hs.54642	NM_013283	ENSG00000038274	MAT2B	MAT-II|MATIIbeta|Nbla02999|SDR23E1|TGR	methionine adenosyltransferase II, beta	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4976	chr5	135392407	135392489	+	46	NA	exon (NM_000358, exon 12 of 17)	exon (NM_000358, exon 12 of 17)	23838	NR_030583	100126299		NR_030583	ENSG00000278815	VTRNA2-1	CBL-3|CBL3|MIR886|MIRN886|VTRNA2|hsa-mir-886|hvg-5|nc886|svtRNA2-1a	vault RNA 2-1	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3568	chr20	49508803	49508865	+	46	NA	exon (NM_015339, exon 5 of 5)	exon (NM_015339, exon 5 of 5)	17494	NM_001282532	23394	Hs.293736	NM_015339	ENSG00000101126	ADNP	ADNP1|HVDAS|MRD28	activity-dependent neuroprotector homeobox	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4999	chr6	90365464	90365513	+	46	NA	exon (NM_014611, exon 92 of 102)	exon (NM_014611, exon 92 of 102)	-17014	NM_020466	57226	Hs.177275	NM_020466	ENSG00000083099	LYRM2	DJ122O8.2	LYR motif containing 2	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_5896	chr9	88714395	88714444	+	46	NA	5' UTR (NM_016548, exon 1 of 10)	promoter-TSS (NM_016548)	91	NM_016548	51280	Hs.494337	NM_016548	ENSG00000135052	GOLM1	C9orf155|GOLPH2|GP73|HEL46|PSEC0257|bA379P1.3	golgi membrane protein 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_3499	chr20	17929538	17929587	+	46	NA	exon (NM_152227, exon 11 of 14)	exon (NM_152227, exon 11 of 14)	14027	NR_003045	692086	Hs.680747	NR_003045	ENSG00000212232	SNORD17	HBI-43	small nucleolar RNA, C/D box 17	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1249	chr11	114167225	114167278	+	46	NA	5' UTR (NM_006169, exon 1 of 3)	5' UTR (NM_006169, exon 1 of 3)	716	NM_006169	4837	Hs.503911	NM_006169	ENSG00000166741	NNMT	-	nicotinamide N-methyltransferase	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4681	chr5	150489301	150489350	+	46	NA	exon (NM_001155, exon 22 of 26)	exon (NM_001155, exon 22 of 26)	-22104	NM_001252390	10318	Hs.355141	NM_006058	ENSG00000145901	TNIP1	ABIN-1|NAF1|VAN|nip40-1	TNFAIP3 interacting protein 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1194	chr11	77920881	77920935	+	46	NA	exon (NM_020798, exon 10 of 11)	exon (NM_020798, exon 10 of 11)	21050	NM_020798	57558	Hs.531249	NM_020798	ENSG00000118369	USP35	-	ubiquitin specific peptidase 35	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5826	chr7	156931649	156931712	+	46	NA	5' UTR (NM_014671, exon 1 of 23)	promoter-TSS (NM_014671)	25	NM_014671	9690	Hs.118351	NM_014671	ENSG00000009335	UBE3C	HECTH2	ubiquitin protein ligase E3C	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_2023	chr15	74753443	74753492	+	46	NA	5' UTR (NM_201265, exon 1 of 11)	promoter-TSS (NM_201265)	62	NM_032907	84993	Hs.334713	NM_032907	ENSG00000138629	UBL7	BMSC-UbP|TCBA1	ubiquitin-like 7	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6139	chr9	37079914	37080025	+	46	NA	non-coding (NR_036592, exon 1 of 2)	promoter-TSS (NR_036592)	76	NR_036592	100506710	Hs.446271	NR_036592	ENSG00000281649	EBLN3	-	endogenous Bornavirus-like nucleoprotein 3	pseudo
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6264	chr9	131353816	131353916	+	46	NA	exon (NM_001130438, exon 22 of 57)	exon (NM_001130438, exon 22 of 57)	39029	NM_001195532	6709	Hs.372331	NM_003127	ENSG00000197694	SPTAN1	EIEE5|NEAS|SPTA2	spectrin, alpha, non-erythrocytic 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_6506	chrX	77369304	77369391	+	46	NA	exon (NM_000291, exon 3 of 11)	exon (NM_000291, exon 3 of 11)	9681	NM_000291	5230	Hs.78771	NM_000291		PGK1	HEL-S-68p|MIG10|PGKA	phosphoglycerate kinase 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_348	chr1	145487325	145487374	+	46	NA	exon (NM_153713, exon 2 of 6)	exon (NM_153713, exon 2 of 6)	10282	NM_153713	128077	Hs.740619	NM_153713	ENSG00000271601	LIX1L	-	limb and CNS expressed 1 like	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_270	chr1	93302847	93302907	+	46	NA	non-coding (NR_000006, exon 1 of 1)	promoter-TSS (NR_000006)	31	NR_000006	6083		NR_000006	ENSG00000206680	SNORD21	RNU21|U21	small nucleolar RNA, C/D box 21	snoRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_4024	chr3	134079189	134079238	+	46	NA	exon (NM_016201, exon 7 of 10)	exon (NM_016201, exon 7 of 10)	7491	NR_106885	102466744		NR_106885	ENSG00000277723	MIR6827	hsa-mir-6827	microRNA 6827	ncRNA
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_1626	chr12	110906703	110906752	+	46	NA	5' UTR (NM_013300, exon 1 of 7)	promoter-TSS (NM_016301)	-201	NM_001164372	51184	Hs.634680	NM_016301	ENSG00000111231	GPN3	ATPBD1C	GPN-loop GTPase 3	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_496	chr1	180124002	180124051	+	46	NA	5' UTR (NM_001004128, exon 1 of 13)	promoter-TSS (NM_001004128)	58	NM_001004128	5768	Hs.744925	NM_002826	ENSG00000116260	QSOX1	Q6|QSCN6	quiescin Q6 sulfhydryl oxidase 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_2582	chr17	33288571	33288620	+	46	NA	5' UTR (NM_052857, exon 1 of 1)	promoter-TSS (NM_052857)	46	NM_052857	91603	Hs.413678	NM_052857		ZNF830	CCDC16|OMCG1	zinc finger protein 830	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5591	chr7	64254806	64254869	+	46	NA	5' UTR (NM_001271649, exon 1 of 2)	promoter-TSS (NR_073391)	71	NR_073389	7697	Hs.184080	NM_006524	ENSG00000197008	ZNF138	pHZ-32	zinc finger protein 138	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_5477a	chr7	1579665	1579811	+	46	NA	exon (NM_002360, exon 3 of 3)	exon (NM_002360, exon 3 of 3)	9370	NM_002360	7975	Hs.520612	NM_002360	ENSG00000198517	MAFK	NFE2U|P18	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_4715	chr5	5422831	5422880	+	46	NA	5' UTR (NM_015325, exon 1 of 19)	promoter-TSS (NM_015325)	69	NM_015325	23379	Hs.449296	NM_015325	ENSG00000164151	ICE1	KIAA0947	interactor of little elongation complex ELL subunit 1	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_6090	chrX	48327728	48327794	+	46	NA	5' UTR (NM_033518, exon 2 of 17)	5' UTR (NM_033518, exon 2 of 17)	883	NM_033518	92745	Hs.195155	NM_033518	ENSG00000017483	SLC38A5	JM24|SN2|SNAT5|pp7194	solute carrier family 38, member 5	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_89	chr1	25664801	25664852	+	46	NA	5' UTR (NM_014313, exon 1 of 7)	promoter-TSS (NM_014313)	37	NM_014313	23585	Hs.705699	NM_014313	ENSG00000183726	TMEM50A	IFNRC|SMP1	transmembrane protein 50A	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_fstrand_peak_3770	chr2	235912027	235912076	+	46	NA	intron (NM_014521, intron 2 of 5)	intron (NM_014521, intron 2 of 5)	51423	NM_014521	23677	Hs.516777	NM_014521	ENSG00000130147	SH3BP4	BOG25|TTP	SH3-domain binding protein 4	protein-coding
4E1-rapa-01_S2_ut_rRNAfiltered_ud.star.hg19.sorted_rstrand_peak_296	chr1	94344684	94344733	+	46	NA	5' UTR (NM_014597, exon 1 of 7)	promoter-TSS (NM_014597)	54	NM_014597	30836	Hs.85769	NM_014597		DNTTIP2	ERBP|FCF2|HSU15552|LPTS-RP2|TdIF2	deoxynucleotidyltransferase, terminal, interacting protein 2	protein-coding
